,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,New_Item_Type,Outlet_Years
1674,NCN41,17.0,Non-Edible,0.052421981,Health and Hygiene,123.773,OUT018,2009,Medium,Tier 3,Supermarket Type2,1231.73,Non-Consumable,4
1675,NCM17,0.0,Non-Edible,0.070791391,Health and Hygiene,46.4086,OUT027,1985,Medium,Tier 3,Supermarket Type3,2007.3870000000002,Non-Consumable,28
1676,FDP39,12.65,Low Fat,0.069817659,Meat,53.5324,OUT017,2007,Small,Tier 2,Supermarket Type1,830.9184,Food,6
1677,FDZ08,12.5,Regular,0.10997157800000001,Fruits and Vegetables,82.7592,OUT035,2004,Small,Tier 2,Supermarket Type1,577.9144,Food,9
1678,FDU03,18.7,Regular,0.09195097199999999,Meat,184.2292,OUT018,2009,Medium,Tier 3,Supermarket Type2,1277.0044,Food,4
1679,FDZ49,11.0,Regular,0.133145617,Canned,218.4798,OUT046,1997,Small,Tier 1,Supermarket Type1,2203.798,Food,16
1680,NCX30,0.0,Non-Edible,0.046609280999999995,Household,248.6776,OUT019,1985,Small,Tier 1,Grocery Store,495.3552,Non-Consumable,28
1681,FDV08,7.35,Low Fat,0.028652919,Fruits and Vegetables,40.5454,OUT045,2002,Small,Tier 2,Supermarket Type1,545.2902,Food,11
1682,FDB15,10.895,Low Fat,0.136696892,Dairy,264.5568,OUT013,1987,High,Tier 3,Supermarket Type1,5536.7928,Food,26
1683,FDY49,17.2,Regular,0.012002075,Canned,165.3184,OUT013,1987,High,Tier 3,Supermarket Type1,990.7104,Food,26
1684,FDF24,15.5,Regular,0.025513973,Baking Goods,83.7934,OUT017,2007,Small,Tier 2,Supermarket Type1,1474.0812,Food,6
1685,DRK47,7.905,Low Fat,0.06419430400000001,Hard Drinks,229.4694,OUT045,2002,Small,Tier 2,Supermarket Type1,2055.3246,Drinks,11
1686,DRD37,9.8,Low Fat,0.013920031999999999,Soft Drinks,45.006,OUT017,2007,Small,Tier 2,Supermarket Type1,792.302,Drinks,6
1687,FDH40,11.6,Regular,0.079251097,Frozen Foods,79.2276,OUT018,2009,Medium,Tier 3,Supermarket Type2,649.8208,Food,4
1688,FDL12,0.0,Regular,0.121043709,Baking Goods,59.422,OUT027,1985,Medium,Tier 3,Supermarket Type3,1078.596,Food,28
1689,FDW11,0.0,Low Fat,0.048545853,Breads,60.1194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1114.5492,Food,28
1690,NCE06,5.825,Non-Edible,0.091467933,Household,159.7894,OUT035,2004,Small,Tier 2,Supermarket Type1,1294.3152,Non-Consumable,9
1691,FDF32,16.35,Low Fat,0.06613202877895127,Fruits and Vegetables,196.3426,OUT018,2009,Medium,Tier 3,Supermarket Type2,1384.1982,Food,4
1692,DRI47,14.7,Low Fat,0.020916223,Hard Drinks,141.8128,OUT035,2004,Small,Tier 2,Supermarket Type1,1869.5664,Drinks,9
1693,DRA12,11.6,Low Fat,0.06613202877895127,Soft Drinks,141.9154,OUT035,2004,Small,Tier 2,Supermarket Type1,992.7078,Drinks,9
1694,FDX45,16.75,Low Fat,0.104768536,Snack Foods,155.16299999999998,OUT013,1987,High,Tier 3,Supermarket Type1,2972.797,Food,26
1695,FDR35,12.5,Low Fat,0.020680498999999998,Breads,197.2742,OUT013,1987,High,Tier 3,Supermarket Type1,2587.9646,Food,26
1696,FDK03,12.6,Regular,0.123727659,Dairy,253.0356,OUT010,1998,Small,Tier 3,Grocery Store,254.3356,Food,15
1697,NCJ18,12.35,Non-Edible,0.16380550900000002,Household,117.6124,OUT013,1987,High,Tier 3,Supermarket Type1,3910.9092,Non-Consumable,26
1698,FDN48,13.35,Low Fat,0.065082452,Baking Goods,93.0804,OUT045,2002,Small,Tier 2,Supermarket Type1,2113.2492,Food,11
1699,FDZ59,0.0,Regular,0.18212836300000002,Baking Goods,165.65,OUT019,1985,Small,Tier 1,Grocery Store,665.8,Food,28
1700,FDB57,0.0,Regular,0.01871404,Fruits and Vegetables,223.4772,OUT027,1985,Medium,Tier 3,Supermarket Type3,7116.0704,Food,28
1701,DRP35,0.0,Low Fat,0.159096908,Hard Drinks,129.3336,OUT019,1985,Small,Tier 1,Grocery Store,127.8336,Drinks,28
1702,FDZ59,6.63,Regular,0.103935018,Baking Goods,166.85,OUT013,1987,High,Tier 3,Supermarket Type1,5326.4,Food,26
1703,FDU58,6.61,Regular,0.029129907000000003,Snack Foods,188.4898,OUT018,2009,Medium,Tier 3,Supermarket Type2,4677.245,Food,4
1704,FDL09,19.6,Regular,0.128011859,Snack Foods,166.8816,OUT035,2004,Small,Tier 2,Supermarket Type1,1845.5976,Food,9
1705,FDY38,13.6,Regular,0.11985054099999999,Dairy,234.53,OUT017,2007,Small,Tier 2,Supermarket Type1,6524.84,Food,6
1706,FDI46,0.0,Low Fat,0.073985248,Snack Foods,252.5724,OUT027,1985,Medium,Tier 3,Supermarket Type3,3271.7412,Food,28
1707,FDL03,19.25,Regular,0.027233781000000002,Meat,197.511,OUT017,2007,Small,Tier 2,Supermarket Type1,982.055,Food,6
1708,DRC25,0.0,Low Fat,0.079440262,Soft Drinks,86.7882,OUT019,1985,Small,Tier 1,Grocery Store,85.8882,Drinks,28
1709,FDU60,20.0,Regular,0.060022526,Baking Goods,168.7132,OUT045,2002,Small,Tier 2,Supermarket Type1,6426.3016,Food,11
1710,FDP25,0.0,Low Fat,0.02110482,Canned,217.0824,OUT027,1985,Medium,Tier 3,Supermarket Type3,6769.8544,Food,28
1711,FDO57,20.75,Low Fat,0.18195852399999998,Snack Foods,161.0578,OUT010,1998,Small,Tier 3,Grocery Store,481.3734,Food,15
1712,FDQ09,7.235,Low Fat,0.058222587,Snack Foods,114.8834,OUT049,1999,Medium,Tier 1,Supermarket Type1,3340.3186,Food,14
1713,NCY05,0.0,Non-Edible,0.054723717000000005,Health and Hygiene,36.6874,OUT027,1985,Medium,Tier 3,Supermarket Type3,1058.622,Non-Consumable,28
1714,FDA20,6.78,Low Fat,0.066724663,Fruits and Vegetables,187.72400000000002,OUT049,1999,Medium,Tier 1,Supermarket Type1,1491.392,Food,14
1715,FDF16,7.3,Low Fat,0.144167934,Frozen Foods,146.3076,OUT010,1998,Small,Tier 3,Grocery Store,886.8456,Food,15
1716,NCG07,12.3,Non-Edible,0.052458358,Household,188.753,OUT013,1987,High,Tier 3,Supermarket Type1,3795.06,Non-Consumable,26
1717,FDR46,16.85,Low Fat,0.139985583,Snack Foods,145.276,OUT018,2009,Medium,Tier 3,Supermarket Type2,2490.092,Food,4
1718,FDP22,14.65,Regular,0.09928629800000001,Snack Foods,49.8666,OUT049,1999,Medium,Tier 1,Supermarket Type1,563.9326,Food,14
1719,FDL45,15.6,Low Fat,0.037680711,Snack Foods,123.7704,OUT035,2004,Small,Tier 2,Supermarket Type1,3129.26,Food,9
1720,NCF42,17.35,Non-Edible,0.16806490899999998,Household,176.2712,OUT018,2009,Medium,Tier 3,Supermarket Type2,1230.3984,Non-Consumable,4
1721,FDD04,16.0,Low Fat,0.090111173,Dairy,141.3154,OUT049,1999,Medium,Tier 1,Supermarket Type1,3261.7542,Food,14
1722,FDC45,17.0,Low Fat,0.136286138,Fruits and Vegetables,170.9106,OUT018,2009,Medium,Tier 3,Supermarket Type2,1197.7742,Food,4
1723,FDI40,11.5,Regular,0.125857678,Frozen Foods,100.5358,OUT045,2002,Small,Tier 2,Supermarket Type1,2111.2518,Food,11
1724,FDQ11,5.695,Regular,0.067700925,Breads,256.5988,OUT046,1997,Small,Tier 1,Supermarket Type1,2055.9904,Food,16
1725,DRM48,15.2,Low Fat,0.112896669,Soft Drinks,36.0848,OUT046,1997,Small,Tier 1,Supermarket Type1,1193.1136,Drinks,16
1726,FDS12,9.1,Low Fat,0.173973652,Baking Goods,126.5362,OUT013,1987,High,Tier 3,Supermarket Type1,1761.7068,Food,26
1727,FDR46,16.85,Low Fat,0.06613202877895127,Snack Foods,146.076,OUT017,2007,Small,Tier 2,Supermarket Type1,2636.5679999999998,Food,6
1728,NCO02,11.15,Non-Edible,0.073516952,Others,65.9142,OUT045,2002,Small,Tier 2,Supermarket Type1,790.9704,Non-Consumable,11
1729,FDQ52,17.0,Low Fat,0.119285634,Frozen Foods,247.4434,OUT013,1987,High,Tier 3,Supermarket Type1,2980.1208,Food,26
1730,FDY28,7.47,Regular,0.153011599,Frozen Foods,215.2218,OUT017,2007,Small,Tier 2,Supermarket Type1,3419.5488,Food,6
1731,FDE32,20.7,Low Fat,0.04875891,Fruits and Vegetables,37.3506,OUT046,1997,Small,Tier 1,Supermarket Type1,834.9132,Food,16
1732,FDJ58,15.6,Regular,0.10527616199999999,Snack Foods,173.2764,OUT035,2004,Small,Tier 2,Supermarket Type1,3779.0808,Food,9
1733,FDJ27,17.7,Regular,0.122123201,Meat,100.7674,OUT045,2002,Small,Tier 2,Supermarket Type1,814.9392,Food,11
1734,NCM18,13.0,Non-Edible,0.082970667,Household,60.0194,OUT049,1999,Medium,Tier 1,Supermarket Type1,1114.5492,Non-Consumable,14
1735,FDA02,14.0,Regular,0.029782937000000002,Dairy,146.3786,OUT045,2002,Small,Tier 2,Supermarket Type1,866.8716,Food,11
1736,FDT26,18.85,Regular,0.067953506,Dairy,119.044,OUT046,1997,Small,Tier 1,Supermarket Type1,2396.88,Food,16
1737,DRD60,15.7,Low Fat,0.03722507,Soft Drinks,182.4634,OUT035,2004,Small,Tier 2,Supermarket Type1,1999.3974,Drinks,9
1738,NCR18,15.85,Non-Edible,0.020487625,Household,44.0112,OUT046,1997,Small,Tier 1,Supermarket Type1,468.7232,Non-Consumable,16
1739,FDO27,6.175,Regular,0.179077475,Meat,94.3752,OUT046,1997,Small,Tier 1,Supermarket Type1,1342.2528,Food,16
1740,FDP25,0.0,Low Fat,0.037131628,Canned,216.4824,OUT019,1985,Small,Tier 1,Grocery Store,218.3824,Food,28
1741,FDQ51,16.0,Regular,0.017547958,Meat,48.3718,OUT035,2004,Small,Tier 2,Supermarket Type1,614.5334,Food,9
1742,NCH07,13.15,Non-Edible,0.093191195,Household,158.1604,OUT017,2007,Small,Tier 2,Supermarket Type1,1426.1436,Non-Consumable,6
1743,FDP44,16.5,Regular,0.079875237,Fruits and Vegetables,102.7332,OUT045,2002,Small,Tier 2,Supermarket Type1,1537.9979999999998,Food,11
1744,NCP55,14.65,Non-Edible,0.01125332,Others,57.0614,OUT017,2007,Small,Tier 2,Supermarket Type1,939.4438,Non-Consumable,6
1745,FDO09,13.5,Regular,0.125170423,Snack Foods,261.491,OUT013,1987,High,Tier 3,Supermarket Type1,3418.883,Food,26
1746,FDP38,10.1,Low Fat,0.032152004,Canned,50.6008,OUT049,1999,Medium,Tier 1,Supermarket Type1,404.8064,Food,14
1747,FDI48,11.85,Regular,0.056033565,Baking Goods,51.4666,OUT017,2007,Small,Tier 2,Supermarket Type1,974.0654,Food,6
1748,FDS58,9.285,Regular,0.021049215,Snack Foods,161.0578,OUT045,2002,Small,Tier 2,Supermarket Type1,2406.867,Food,11
1749,FDJ55,12.8,Regular,0.023526504,Meat,223.5404,OUT035,2004,Small,Tier 2,Supermarket Type1,5626.01,Food,9
1750,NCF06,6.235,Non-Edible,0.020229757,Household,260.8962,OUT049,1999,Medium,Tier 1,Supermarket Type1,5956.9126,Non-Consumable,14
1751,FDF41,12.15,Low Fat,0.131445848,Frozen Foods,246.84599999999998,OUT045,2002,Small,Tier 2,Supermarket Type1,6404.996,Food,11
1752,NCL05,0.0,Non-Edible,0.083862625,Health and Hygiene,44.077,OUT019,1985,Small,Tier 1,Grocery Store,216.385,Non-Consumable,28
1753,FDT24,12.35,Regular,0.18614827,Baking Goods,78.2328,OUT049,1999,Medium,Tier 1,Supermarket Type1,1158.492,Food,14
1754,FDK08,9.195,Regular,0.20471303600000001,Fruits and Vegetables,101.0016,OUT010,1998,Small,Tier 3,Grocery Store,202.4032,Food,15
1755,FDU55,16.2,Low Fat,0.036057562,Fruits and Vegetables,260.3278,OUT018,2009,Medium,Tier 3,Supermarket Type2,2342.9502,Food,4
1756,NCY18,7.285,Non-Edible,0.031327838999999996,Household,174.6054,OUT017,2007,Small,Tier 2,Supermarket Type1,2976.7918,Non-Consumable,6
1757,FDS11,7.05,Regular,0.055558509000000006,Breads,224.7088,OUT046,1997,Small,Tier 1,Supermarket Type1,3131.9232,Food,16
1758,FDC28,0.0,Low Fat,0.06613202877895127,Frozen Foods,109.9254,OUT019,1985,Small,Tier 1,Grocery Store,108.5254,Food,28
1759,FDR59,14.5,Regular,0.06386355099999999,Breads,262.3594,OUT046,1997,Small,Tier 1,Supermarket Type1,4448.2098,Food,16
1760,DRE15,13.35,Low Fat,0.06613202877895127,Dairy,75.7012,OUT017,2007,Small,Tier 2,Supermarket Type1,1442.1228,Drinks,6
1761,FDP19,11.5,Low Fat,0.06613202877895127,Fruits and Vegetables,128.4652,OUT049,1999,Medium,Tier 1,Supermarket Type1,2841.6344,Food,14
1762,DRN47,12.1,Low Fat,0.016852909,Hard Drinks,180.666,OUT049,1999,Medium,Tier 1,Supermarket Type1,2876.256,Drinks,14
1763,FDJ34,11.8,Regular,0.094037241,Snack Foods,124.5704,OUT018,2009,Medium,Tier 3,Supermarket Type2,1001.3632,Food,4
1764,FDX21,7.05,Low Fat,0.085312137,Snack Foods,107.4912,OUT018,2009,Medium,Tier 3,Supermarket Type2,982.7208,Food,4
1765,FDI57,0.0,Low Fat,0.053764023,Seafood,195.7768,OUT027,1985,Medium,Tier 3,Supermarket Type3,3547.3824,Food,28
1766,NCI42,18.75,Non-Edible,0.010365546,Household,207.0954,OUT046,1997,Small,Tier 1,Supermarket Type1,3125.9309999999996,Non-Consumable,16
1767,FDL03,19.25,Regular,0.027135522000000002,Meat,196.31099999999998,OUT045,2002,Small,Tier 2,Supermarket Type1,3142.5759999999996,Food,11
1768,FDX37,16.2,Low Fat,0.06613202877895127,Canned,100.57,OUT013,1987,High,Tier 3,Supermarket Type1,1398.18,Food,26
1769,FDW57,8.31,Regular,0.11614859599999999,Snack Foods,176.0028,OUT018,2009,Medium,Tier 3,Supermarket Type2,4427.57,Food,4
1770,FDX14,13.1,Low Fat,0.075363922,Dairy,73.8354,OUT017,2007,Small,Tier 2,Supermarket Type1,1956.1204,Food,6
1771,FDD09,13.5,Low Fat,0.021496402999999997,Fruits and Vegetables,180.5976,OUT046,1997,Small,Tier 1,Supermarket Type1,3078.6592,Food,16
1772,FDM09,11.15,Regular,0.085931544,Snack Foods,169.679,OUT046,1997,Small,Tier 1,Supermarket Type1,1018.674,Food,16
1773,NCW54,7.5,Non-Edible,0.09680600800000001,Household,56.2588,OUT018,2009,Medium,Tier 3,Supermarket Type2,687.1056,Non-Consumable,4
1774,DRL11,0.0,Low Fat,0.04778563,Hard Drinks,156.5946,OUT027,1985,Medium,Tier 3,Supermarket Type3,3787.0704,Drinks,28
1775,FDJ58,15.6,Regular,0.105725004,Snack Foods,169.9764,OUT018,2009,Medium,Tier 3,Supermarket Type2,2748.4224,Food,4
1776,FDX21,0.0,Low Fat,0.148764535,Snack Foods,111.1912,OUT019,1985,Small,Tier 1,Grocery Store,109.1912,Food,28
1777,FDA20,6.78,Low Fat,0.066997921,Fruits and Vegetables,186.524,OUT017,2007,Small,Tier 2,Supermarket Type1,2609.936,Food,6
1778,FDL34,16.0,Low Fat,0.040938155,Snack Foods,141.1496,OUT035,2004,Small,Tier 2,Supermarket Type1,4516.7872,Food,9
1779,FDL38,0.0,Regular,0.014661762,Canned,89.1172,OUT027,1985,Medium,Tier 3,Supermarket Type3,2319.6472,Food,28
1780,DRL11,10.5,Low Fat,0.048213766,Hard Drinks,159.6946,OUT018,2009,Medium,Tier 3,Supermarket Type2,3629.2758,Drinks,4
1781,FDO40,17.1,Low Fat,0.032761024,Frozen Foods,148.8392,OUT018,2009,Medium,Tier 3,Supermarket Type2,2087.9488,Food,4
1782,DRZ24,7.535,Low Fat,0.06613202877895127,Soft Drinks,121.64399999999999,OUT045,2002,Small,Tier 2,Supermarket Type1,1557.9720000000002,Drinks,11
1783,FDM52,15.1,Low Fat,0.025988507999999997,Frozen Foods,146.6076,OUT035,2004,Small,Tier 2,Supermarket Type1,2364.9216,Food,9
1784,FDM52,15.1,Low Fat,0.026140452,Frozen Foods,149.0076,OUT017,2007,Small,Tier 2,Supermarket Type1,4138.6128,Food,6
1785,FDV49,10.0,Low Fat,0.025932407999999997,Canned,264.7226,OUT018,2009,Medium,Tier 3,Supermarket Type2,3171.8712,Food,4
1786,FDF47,20.85,Low Fat,0.09817040199999999,Starchy Foods,224.0746,OUT017,2007,Small,Tier 2,Supermarket Type1,2243.746,Food,6
1787,FDF56,16.7,Regular,0.119439636,Fruits and Vegetables,182.1976,OUT035,2004,Small,Tier 2,Supermarket Type1,724.3904,Food,9
1788,FDW12,8.315,Regular,0.059540542,Baking Goods,143.6444,OUT010,1998,Small,Tier 3,Grocery Store,145.1444,Food,15
1789,FDY09,0.0,Low Fat,0.044122209,Snack Foods,173.8054,OUT019,1985,Small,Tier 1,Grocery Store,175.1054,Food,28
1790,FDY55,16.75,Low Fat,0.08130482900000001,Fruits and Vegetables,258.4988,OUT035,2004,Small,Tier 2,Supermarket Type1,4111.9808,Food,9
1791,FDU36,0.0,Low Fat,0.081014461,Baking Goods,98.8384,OUT019,1985,Small,Tier 1,Grocery Store,492.69199999999995,Food,28
1792,NCR06,12.5,Non-Edible,0.006775666999999999,Household,42.9112,OUT049,1999,Medium,Tier 1,Supermarket Type1,1022.6688,Non-Consumable,14
1793,FDW24,6.8,Low Fat,0.03749705,Baking Goods,49.9034,OUT046,1997,Small,Tier 1,Supermarket Type1,194.4136,Food,16
1794,FDF16,7.3,Low Fat,0.086060695,Frozen Foods,149.8076,OUT013,1987,High,Tier 3,Supermarket Type1,2808.3444,Food,26
1795,NCR18,15.85,Non-Edible,0.020519478,Household,42.5112,OUT049,1999,Medium,Tier 1,Supermarket Type1,852.2239999999999,Non-Consumable,14
1796,DRD01,12.1,Regular,0.061163967,Soft Drinks,56.5614,OUT035,2004,Small,Tier 2,Supermarket Type1,828.921,Drinks,9
1797,FDS15,9.195,Regular,0.07821891,Meat,107.6596,OUT045,2002,Small,Tier 2,Supermarket Type1,323.5788,Food,11
1798,FDT19,7.59,Regular,0.14492016,Fruits and Vegetables,174.708,OUT013,1987,High,Tier 3,Supermarket Type1,2942.836,Food,26
1799,FDE59,12.15,Low Fat,0.062235982999999995,Starchy Foods,34.5532,OUT013,1987,High,Tier 3,Supermarket Type1,359.532,Food,26
1800,FDE04,19.75,Regular,0.030166923999999998,Frozen Foods,179.766,OUT010,1998,Small,Tier 3,Grocery Store,719.064,Food,15
1801,NCV17,18.85,Non-Edible,0.016104504,Health and Hygiene,130.2626,OUT035,2004,Small,Tier 2,Supermarket Type1,2360.9268,Non-Consumable,9
1802,FDC17,12.15,Low Fat,0.01544786,Frozen Foods,211.2928,OUT013,1987,High,Tier 3,Supermarket Type1,2735.1064,Food,26
1803,FDI45,13.1,Low Fat,0.037574137,Fruits and Vegetables,174.2054,OUT035,2004,Small,Tier 2,Supermarket Type1,3677.2134,Food,9
1804,FDZ33,0.0,Low Fat,0.106876976,Snack Foods,146.7076,OUT027,1985,Medium,Tier 3,Supermarket Type3,3842.9976,Food,28
1805,FDJ56,0.0,Low Fat,0.32111501,Fruits and Vegetables,100.77,OUT019,1985,Small,Tier 1,Grocery Store,199.74,Food,28
1806,FDN25,7.895,Regular,0.061124625999999994,Breakfast,58.5588,OUT013,1987,High,Tier 3,Supermarket Type1,171.7764,Food,26
1807,FDC10,0.0,Regular,0.127599399,Snack Foods,118.9098,OUT019,1985,Small,Tier 1,Grocery Store,120.5098,Food,28
1808,FDQ22,16.75,Low Fat,0.029785889,Snack Foods,38.9822,OUT049,1999,Medium,Tier 1,Supermarket Type1,628.5152,Food,14
1809,NCR54,16.35,Non-Edible,0.06613202877895127,Household,198.21099999999998,OUT035,2004,Small,Tier 2,Supermarket Type1,2946.165,Non-Consumable,9
1810,DRK11,8.21,Low Fat,0.010762387,Hard Drinks,149.5392,OUT035,2004,Small,Tier 2,Supermarket Type1,1789.6704,Drinks,9
1811,DRI37,15.85,Low Fat,0.108206497,Soft Drinks,58.3904,OUT017,2007,Small,Tier 2,Supermarket Type1,468.7232,Drinks,6
1812,FDX37,16.2,Low Fat,0.063127333,Canned,100.47,OUT049,1999,Medium,Tier 1,Supermarket Type1,1597.92,Food,14
1813,FDF05,17.5,Low Fat,0.02687089,Frozen Foods,264.491,OUT046,1997,Small,Tier 1,Supermarket Type1,3681.8740000000003,Food,16
1814,FDW36,0.0,Low Fat,0.099681705,Baking Goods,107.4622,OUT019,1985,Small,Tier 1,Grocery Store,317.5866,Food,28
1815,FDI04,13.65,Regular,0.072898645,Frozen Foods,198.1426,OUT035,2004,Small,Tier 2,Supermarket Type1,1977.4260000000002,Food,9
1816,FDB04,11.35,Regular,0.06335453099999999,Dairy,88.9856,OUT045,2002,Small,Tier 2,Supermarket Type1,1230.3984,Food,11
1817,FDU38,10.8,Low Fat,0.082534287,Dairy,191.1504,OUT035,2004,Small,Tier 2,Supermarket Type1,4410.2592,Food,9
1818,FDY28,7.47,Regular,0.152024355,Frozen Foods,211.8218,OUT013,1987,High,Tier 3,Supermarket Type1,1496.0526,Food,26
1819,FDP20,19.85,Low Fat,0.045669235999999995,Fruits and Vegetables,126.402,OUT046,1997,Small,Tier 1,Supermarket Type1,1012.0160000000001,Food,16
1820,FDC29,8.39,Regular,0.024342577999999997,Frozen Foods,113.6176,OUT017,2007,Small,Tier 2,Supermarket Type1,2862.94,Food,6
1821,FDR45,10.8,Low Fat,0.028988287999999997,Snack Foods,239.2222,OUT049,1999,Medium,Tier 1,Supermarket Type1,6692.6216,Food,14
1822,NCC42,15.0,Non-Edible,0.044908404000000006,Health and Hygiene,140.2838,OUT046,1997,Small,Tier 1,Supermarket Type1,1404.838,Non-Consumable,16
1823,NCF42,17.35,Non-Edible,0.168329848,Household,176.7712,OUT017,2007,Small,Tier 2,Supermarket Type1,2812.3392,Non-Consumable,6
1824,FDZ45,14.1,Low Fat,0.111936685,Snack Foods,198.8084,OUT010,1998,Small,Tier 3,Grocery Store,992.0419999999999,Food,15
1825,FDB23,19.2,Regular,0.005620213000000001,Starchy Foods,226.6062,OUT017,2007,Small,Tier 2,Supermarket Type1,5191.2426,Food,6
1826,FDC41,15.6,Low Fat,0.117095014,Frozen Foods,78.067,OUT049,1999,Medium,Tier 1,Supermarket Type1,1148.505,Food,14
1827,FDA10,0.0,Low Fat,0.248301532,Snack Foods,124.1072,OUT019,1985,Small,Tier 1,Grocery Store,245.0144,Food,28
1828,NCM26,20.5,Non-Edible,0.023274107000000002,Others,154.134,OUT017,2007,Small,Tier 2,Supermarket Type1,2909.546,Non-Consumable,6
1829,FDZ58,0.0,Low Fat,0.091354948,Snack Foods,122.3072,OUT019,1985,Small,Tier 1,Grocery Store,122.5072,Food,28
1830,FDW35,10.6,Low Fat,0.011087128,Breads,41.4454,OUT035,2004,Small,Tier 2,Supermarket Type1,1468.089,Food,9
1831,FDX32,15.1,Regular,0.099839365,Fruits and Vegetables,143.3786,OUT035,2004,Small,Tier 2,Supermarket Type1,1733.7432,Food,9
1832,FDK40,7.035,Low Fat,0.021938403999999998,Frozen Foods,264.691,OUT018,2009,Medium,Tier 3,Supermarket Type2,5785.802,Food,4
1833,FDD04,16.0,Low Fat,0.090480206,Dairy,142.4154,OUT017,2007,Small,Tier 2,Supermarket Type1,1985.4156,Food,6
1834,FDP28,13.65,Regular,0.080640478,Frozen Foods,262.6936,OUT046,1997,Small,Tier 1,Supermarket Type1,4175.8976,Food,16
1835,NCL42,18.85,Non-Edible,0.040338009,Household,246.7144,OUT013,1987,High,Tier 3,Supermarket Type1,6615.3888,Non-Consumable,26
1836,DRB13,6.115,Regular,0.007043008000000001,Soft Drinks,190.35299999999998,OUT035,2004,Small,Tier 2,Supermarket Type1,569.259,Drinks,9
1837,FDC33,8.96,Regular,0.069219165,Fruits and Vegetables,196.5768,OUT018,2009,Medium,Tier 3,Supermarket Type2,2759.0752,Food,4
1838,FDO58,19.6,Low Fat,0.039569689,Snack Foods,165.9526,OUT035,2004,Small,Tier 2,Supermarket Type1,2631.2416,Food,9
1839,FDE34,9.195,Low Fat,0.18058808199999998,Snack Foods,182.2634,OUT010,1998,Small,Tier 3,Grocery Store,363.5268,Food,15
1840,NCE19,8.97,Non-Edible,0.09301462,Household,52.7956,OUT046,1997,Small,Tier 1,Supermarket Type1,1037.3164,Non-Consumable,16
1841,NCJ18,12.35,Non-Edible,0.274405193,Household,117.1124,OUT010,1998,Small,Tier 3,Grocery Store,355.5372,Non-Consumable,15
1842,FDF52,9.3,Low Fat,0.06688712299999999,Frozen Foods,183.9292,OUT049,1999,Medium,Tier 1,Supermarket Type1,3283.7256,Food,14
1843,FDY04,17.7,Regular,0.042468412999999997,Frozen Foods,162.421,OUT035,2004,Small,Tier 2,Supermarket Type1,1468.089,Food,9
1844,DRF49,7.27,Low Fat,0.071188446,Soft Drinks,111.9518,OUT049,1999,Medium,Tier 1,Supermarket Type1,1138.518,Drinks,14
1845,FDX27,20.7,Regular,0.191008614,Dairy,92.8436,OUT010,1998,Small,Tier 3,Grocery Store,189.0872,Food,15
1846,FDV28,16.1,Regular,0.15959547300000002,Frozen Foods,32.8558,OUT013,1987,High,Tier 3,Supermarket Type1,339.55800000000005,Food,26
1847,FDE33,0.0,Regular,0.08690553599999999,Fruits and Vegetables,78.8644,OUT019,1985,Small,Tier 1,Grocery Store,314.2576,Food,28
1848,FDQ37,20.75,Low Fat,0.08918638699999999,Breakfast,193.3478,OUT013,1987,High,Tier 3,Supermarket Type1,6006.1818,Food,26
1849,NCG30,20.2,Non-Edible,0.11232121800000001,Household,123.6046,OUT046,1997,Small,Tier 1,Supermarket Type1,2988.1104,Non-Consumable,16
